UNIPROT	Entrez	symbol	OV_01OV007_N	OV_17OV003_N	OV_01OV023_N	OV_17OV005_N	OV_01OV017_N	OV_11OV002_N	OV_01OV029_N	OV_14OV011_N	OV_17OV004_N	OV_01OV039_N	OV_15OV001_N	OV_01OV013_N	OV_11OV010_N	OV_01OV019_N	OV_01OV008_N	OV_14OV029_N	OV_01OV010_N	OV_17OV002_N	OV_17OV001_N
P49840	2931	GSK3A	-0.114099348	0.28887083	0.377777937	0.242328352	0.442790512	0.469600254	0.190323146	0.244150702	0.177084099	0.330190318	0.251741566	0.196965682	0.900559649	0.565779716	0.856241556	0.223873712	0.521130375	0.785394084	0.243711391
P49841	2932	GSK3B	-0.205527818	0.001857539	0.418392787	0.058088804	0.119791939	-0.477445762	0.047930362	0.096744954	0.44489735	-0.332371595	0.201890402	0.099262927	0.39477889	0.60541649	0.320479511	0.272593649	0.542067453	0.111078593	-0.411637779
P49842	8859	STK19	0.590730767	0.508976456	0.433241525	0.578158282	0.628334182	-0.711910868	0.004459289	-0.137241064	0.495648605	0.373755131	0.269371546	0.020536388	-0.387885739	0.064439818	0.182091492	0.402276163	0.957319331	0.356260156	0.126483823
P49848	6878	TAF6	0.191664995	0.461766369	0.255380512	0.03247529	0.37225674	0.551036843	0.161891928	0.439427893	0.48217377	0.032920554	0.243388642	0.171300574	0.096824535	0.06428381	0.334014461	0.21340573	0.19640873	0.299907917	0.030182376
P49862	5650	KLK7	0.217584971	0.133171753	0.2489655	1.464835612	-0.202142771	-1.924592466	-0.222320418	0.272595584	1.649092496	0.465381103	-0.11643655	-1.531410119	-2.897431024	0.904454552	-1.201435924	-0.572789897	-0.477368331	1.252352735	-0.490957966
P49902	22978	NT5C2	-0.222179774	0.110655291	0.360196256	0.112790506	0.581721732	0.250382776	-0.494552265	0.237371376	0.117594696	0.215459343	-0.001004634	-0.452005036	0.028192781	0.307709807	0.214995288	0.197459908	-0.01880776	-0.156765854	0.365404495
P49903	22929	SEPHS1	0.120577275	-0.030289004	-0.217391692	-0.443754401	0.000839287	-0.034821454	0.030570225	-0.718081312	-0.09747727	0.137403875	-0.262940201	-0.55437085	-0.35195166	-0.260928829	0.132114309	-0.37576471	0.011689969	-1.348427628	-0.153972921
P49908	6414	SELENOP	1.131142427	1.070611583	0.93700039	0.880189608	1.113640199	0.775404872	0.779630573	0.242817286	1.066262492	1.2490787	0.92367808	0.430013165	0.446950547	0.992054045	0.166438537	1.505416504	-0.599886952	0.842701853	0.414872338
P49910	7718	ZNF165	NA	NA	NA	NA	-0.241051073	1.953278622	1.963445759	1.917145258	0.798920057	-0.998309987	0.744668889	NA	NA	0.776912646	3.482493833	1.646578531	1.460099092	2.301493472	0.148044493
P49913	820	CAMP	1.370505874	-1.758555997	2.030585363	0.884455526	-1.182797319	0.532583122	0.378977693	1.211818958	-2.761919315	-0.789038493	1.344279526	1.870295054	-0.386281507	0.75538539	-0.339429475	1.984527523	0.468735307	0.936874224	0.168096366
P49914	10588	MTHFS	-0.84735524	-0.293717241	-0.325487233	0.004320049	-0.099344245	-0.882058906	-0.304746649	-0.551015804	-0.372342364	-0.365119892	-0.619488926	-0.614315924	-1.077003405	-0.78527431	-0.282525365	-0.870291201	0.560398289	-0.823393482	-0.440073767
P49915	8833	GMPS	-0.892751604	-0.423917943	-0.122852579	-0.35126806	-0.186927812	-0.237904553	-0.406828573	-0.656880904	-0.211035831	-0.3917409	-0.33608619	-0.581520073	-0.608162948	0.056638046	-0.429800418	-0.480609445	0.179152056	-0.581891733	-0.183260227
P49916	3980	LIG3	-0.105752992	-0.088327347	-0.343500472	0.29404085	0.173597282	-0.120397042	0.154141726	0.176130558	0.133225491	0.100541271	-0.086891354	-0.199949218	0.093700924	0.194399556	0.24623068	-0.089866503	-0.469382991	0.01014628	0.026097862
P49917	3981	LIG4	-0.454620106	0.232475778	0.259760275	-0.295198067	-0.590718771	0.460046298	0.654601895	0.255217994	-1.117429403	0.089598322	0.325658695	0.140214013	0.434221109	0.471274416	-0.114754741	-0.060075654	-0.238481305	-0.437058244	0.593117812
P49959	4361	MRE11	-0.540941249	-0.173247083	-0.141951257	-0.181720312	-0.27282969	-0.393383744	-0.359041182	-0.422932633	0.092134452	0.091222143	-0.385973546	-0.192692009	-0.25567551	-0.098289389	-0.01494288	0.004746338	0.110310694	-0.688520168	0.278285123
P49961	953	ENTP1	0.252051993	1.165113962	1.108783249	0.656101095	1.567308646	0.756375121	1.87966036	0.53418472	0.800873188	1.344164778	1.537544169	0.544631907	1.524312325	1.89993246	1.167125948	1.477612322	0.151155899	0.851102442	1.258229733
P50053	3795	KHK	-1.593580806	NA	NA	NA	0.703695586	2.20698846	NA	NA	1.152492614	0.998252032	1.036661699	0.323600938	0.366491911	1.2087837	1.221252753	-0.287948811	1.481413395	-1.415735358	0.809117341
P50135	3176	HNMT	0.709458342	0.82480769	0.772297074	0.788754089	0.268559417	1.044682743	1.134765353	1.136655522	0.307452917	0.725922115	0.994194817	0.862074287	0.957267919	0.846561724	0.841743936	0.747673597	0.389590053	-0.075775468	0.899021262
P50148	2776	GNAQ	0.496056986	0.727323215	0.884497117	0.63579456	0.913541128	0.878937229	0.976791031	0.945181555	0.377947597	1.198194854	0.705303327	0.576205149	0.786036426	0.929733093	0.739416009	0.791864267	-0.308587515	0.614021494	0.767381809
P50213	3419	IDH3A	0.048488519	0.315711439	0.322131524	0.225440379	0.102445155	0.167197527	0.07974976	-0.224827098	0.240810521	-0.147601367	0.12311481	-0.26269128	-0.16974201	0.095580333	0.029932998	0.194543926	0.606486462	0.068101401	-0.481588135
P50225	6817	SULT1A1	1.073255127	-0.991831099	2.020955837	0.765712524	0.211551821	0.94799237	0.795251557	0.761544468	0.180625295	-0.339507973	1.099094918	0.452018909	0.141080216	0.205327633	-0.538909808	1.060712732	-0.486585403	0.592666943	0.557216795
P50238	1396	CRIP1	-2.028881576	-0.782519635	-1.973661008	-0.224377374	-1.366967591	-0.837299721	-1.060393929	-1.135395923	-0.503220464	-0.602839882	-0.423200239	0.274158057	0.128144444	-1.624495734	-1.156977279	-3.045187353	-1.735604951	-1.345396242	-0.866654886
P50281	4323	MMP14	-0.103104462	0.040775058	0.509479961	0.386056084	0.615924717	-0.21128675	0.095907414	-0.506054734	0.379401149	0.216505532	-0.301402964	0.092149205	-0.103739356	0.398042411	0.65599537	0.056236275	0.086030935	0.254695894	-1.136221762
P50336	5498	PPOX	0.095576231	0.194434745	-0.025410782	0.219141744	-0.185711376	-0.196235974	0.320454837	0.413689099	0.207690628	0.222680284	0.299024764	0.196402474	0.162268683	0.688693732	0.175558088	0.325390511	0.452959688	0.056393547	0.982864805
P50395	2665	GDI2	-0.341657814	-0.399494033	-0.297642347	-0.35760321	-0.319944788	-0.114910906	-0.210741442	-0.103475977	-0.23835231	-0.139672492	-0.204116758	-0.294387231	0.150977036	-0.42888763	-0.025916022	-0.344747699	-0.675402899	-0.524729894	0.126770567
P50402	2010	EMD	-0.034629244	0.254546944	0.100544058	0.066487429	0.356059804	0.390273227	0.870004998	0.354697791	0.296959941	0.84154775	0.419131984	0.172427344	0.31451936	0.772262135	0.183404797	0.468671496	0.005919032	-0.049488889	0.682682045
P50416	1374	CPT1A	0.185060723	-0.091603258	0.296614155	0.422327142	0.144502141	0.449918027	-0.058245403	0.195816399	0.101317637	0.17240415	0.065909875	0.178481399	0.461531602	0.099345903	0.334753332	0.25227278	0.165770234	0.04302964	0.195360343
P50440	2628	GATM	-0.435668435	0.23365331	0.548962208	0.410216101	0.489103005	0.47743346	-0.00435037	0.212339932	0.755624649	0.284912792	0.119302309	-0.183694233	0.003260227	0.120831539	0.508250494	0.581500153	0.168904391	0.287430627	0.482450339
P50443	1836	SLC26A2	0.135992916	-0.146095005	0.761395787	0.231008505	0.380043311	0.200741376	0.090335482	-0.0595953	0.060878908	-0.203603201	0.511258657	-0.451629413	0.44609939	0.425453028	0.410430741	-0.72368211	0.13746619	0.227381855	2.722915488
P50452	5271	SERPINB8	0.153093176	-0.553927173	-0.022742778	0.381180147	0.503489868	-0.120799265	0.090177922	0.160447019	0.515246143	-0.177917902	-0.197197437	0.144494937	-0.337093415	-0.755485256	-0.513315139	0.408832413	1.129993929	0.423499736	-0.135855519
P50453	5272	SERPINB9	0.128669921	0.395571695	0.685725307	-0.245697165	0.394467503	0.473380902	0.740334017	0.491622458	-0.32529001	0.281638658	0.411568912	-0.087666838	-0.072462648	0.971415691	-0.241193132	0.606332145	-0.309388654	-0.274642819	0.659999154
P50454	871	SERPH	-0.417628144	-0.585863303	-0.857273648	-0.5448897	-0.775361209	-0.337295239	-1.021532133	-0.357865524	-0.75714716	-0.712173418	-1.091828384	0.041889562	0.024118978	-1.571606315	-0.365024489	-0.92826828	-0.299797615	-0.373765987	-1.147709086
P50461	8048	CSRP3	0.003667081	NA	NA	NA	-0.151902934	0.994050947	1.606182495	-1.141096551	0.245404231	-0.35586765	0.795476445	-1.394945084	1.332715972	NA	NA	-2.263863292	2.763264086	NA	1.391542428
P50479	8572	PDLIM4	-0.145365739	0.359057806	0.11849702	0.394073191	0.37342209	0.766969625	0.78121157	-0.832101208	-0.052163797	0.295002336	0.756647233	-0.21796818	1.167312586	0.520476241	0.481604102	0.724719043	0.408008513	-0.238909048	0.103956947
P50502	6767	ST13	-0.344633782	-0.724892111	-0.093147969	0.036338539	0.814422421	0.648050548	0.622927433	0.129487064	NA	NA	1.000782372	0.213477324	1.429340549	0.552252024	-0.898011391	0.606594098	0.764697006	-0.495537043	0.496193944
P50542	5830	PEX5	0.265688825	0.527897315	0.454837445	0.803885409	0.671333542	0.14908308	0.560055597	0.340341992	0.268356332	0.003716673	0.224673244	0.298177209	0.781732871	0.306527406	0.560316779	0.634475155	0.616498652	0.390029886	0.193170307
P50548	2077	ERF	0.333043598	0.197707451	-0.292451786	0.60325885	-0.246648907	-0.628571578	0.079620193	0.786776555	-1.042753972	0.33846159	-0.062019026	-0.917365049	-0.064015995	0.138278854	0.470304303	-0.69245154	0.119005098	0.115875802	0.22214348
P50552	7408	VASP	0.054595271	-0.170598463	0.270066457	0.096035824	0.200368328	0.459857327	0.339367463	0.019910445	0.480541239	0.032443959	0.370146415	0.546390569	0.664338432	0.478001606	0.292481849	0.405292566	-0.573546227	0.635683993	0.388713357
P50570	1785	DNM2	0.36401827	-0.096764854	0.39844119	0.080593059	-0.114654011	-0.031620757	0.031144666	0.249700461	0.319081936	0.083453198	0.257498868	-0.301101749	0.34635601	0.38474467	0.06603864	0.233605845	-0.010729444	-0.051417015	0.175686192
P50579	10988	METAP2	0.288123633	0.284631214	0.218754054	-0.019535797	0.294708081	-0.066468217	0.044411652	-0.516640812	0.318188622	0.084365383	-0.047578589	-0.251586386	-0.249977199	0.413786561	-0.045999944	0.108866909	0.469134678	0.172254166	0.186719879
P50583	318	AP4A	0.062986518	-0.083949021	0.671753665	-0.248659958	-0.171152213	-0.30154203	0.675255422	0.501477044	0.70296026	-0.480045881	0.775570933	-0.219985949	0.416305702	0.659180364	0.427445372	0.088251651	-0.035783712	-0.314513578	0.413185558
P50613	1022	CDK7	-2.80128035	0.105266281	0.289053708	0.84300433	0.588999734	0.100078842	0.328863531	0.385694444	0.511094195	0.136959502	0.066986546	0.301402224	-0.045725075	-0.300843459	0.345122651	0.651175435	-0.159730453	0.250316317	0.158153701
P50747	3141	HLCS	0.48953501	-0.004811067	-0.120864707	-0.135360294	NA	NA	-0.105373808	0.538008634	0.49936824	0.048290545	0.220649748	0.159958633	0.006381765	-0.004738667	0.189673717	-0.105937983	0.87462164	0.406945126	-0.047404895
P50748	9735	KNTC1	0.508363235	1.412406087	-0.135614273	0.449973873	0.07072681	0.284182034	0.133457465	0.3794802	0.007107069	-0.741254184	-0.397234758	-0.13561559	-0.298807419	-0.491145397	0.039753362	0.120403783	0.216661306	0.371293043	0.193723809
P50749	9770	RASSF2	0.11091978	0.907000192	0.447398475	0.15925815	0.175147639	0.579805535	0.617443072	0.434296054	0.1268927	0.237139902	0.689644388	0.157049767	0.413000384	0.722792939	0.491789436	0.704240722	0.644663257	-0.349490139	-0.105729313
P50750	1025	CDK9	-0.065091251	0.136953055	-0.068565805	-0.103381378	0.073766707	-0.461070868	-0.972670755	-0.143020547	-0.588897705	-0.006372317	-0.379465943	-0.453868934	-0.163985968	0.055310854	-0.540306604	0.002804133	-0.311015568	-0.71063269	0.223305904
P50851	987	LRBA	0.009024902	0.171916882	-0.166254316	0.107532584	-0.105208267	-0.069410883	-0.200290224	-0.184940363	0.305497674	-0.075112382	0.019507605	-0.072755273	-0.007260432	0.048134851	0.107819822	0.137495722	-0.001987718	0.427451006	0.529988443
P50895	4059	BCAM	-1.071065902	-0.581556519	-0.835768113	-0.460931069	-0.733843436	-0.942943532	-0.450633913	-0.730781504	-0.518203953	0.063521685	-0.899458894	-0.757555806	-0.364107823	-0.343467514	-0.774630061	-1.455693374	-0.687041826	0.18518726	0.073202213
P50897	5538	PPT1	-0.034952333	-0.141666871	0.155544404	-0.405753362	0.250417238	-0.11807986	0.129928264	-0.119746797	0.23710728	-0.061141491	-0.063389385	-0.15322641	-0.003926982	0.221342427	-0.482699466	-0.306698338	-0.732464875	-1.151243247	0.40281768
P50914	9045	RPL14	-0.351622703	-0.659228564	-0.37738703	-0.270981551	-0.780091613	-0.622437899	-0.25949262	0.377590871	-0.517718326	-0.666719971	-0.593371405	-0.542467119	-0.524752038	-0.34993292	-0.397479966	-0.225069498	-0.604411364	-0.290604602	-0.48236508
P50990	10694	CCT8	-0.039256148	-0.234396626	0.117916268	-0.306778654	-0.113374738	0.262914912	-0.008630765	0.021310824	-0.293130597	-0.19493094	0.019969276	-0.072588151	0.174800305	-0.145110798	-0.199445891	-0.090407753	-0.260820067	-0.309655677	-0.011422232
P50991	10575	CCT4	0.146141956	-0.375384609	0.062285184	-0.316108656	-0.017270282	0.177984714	-0.192230199	-0.179244771	-0.118032928	-0.054201306	0.039371064	0.096730804	0.014363396	-0.170549505	0.226982045	-0.165087453	-0.15375825	0.146049156	0.035519068
P50995	311	ANX11	-0.132647112	-0.649886182	-0.236976294	-0.4548032	-0.137330838	-0.522234431	-0.103122731	-0.23236363	-0.408191716	-0.335551585	-0.120960515	-0.112524784	0.074391313	-0.062065393	-0.769378882	-0.372889177	-0.27244145	-0.115617897	-0.5613565
P51003	10914	PAPOLA	0.130051955	-0.171856882	-0.183468418	-0.415695581	0.134487113	-0.331931808	-0.031832564	-0.513180323	-0.260815629	0.068024627	-0.006677189	0.010995176	0.074086702	-0.203769056	-0.050529883	-0.31727792	0.345220935	-0.194378728	-0.423039006
P51114	8087	FXR1	-0.411329928	-1.005311132	-0.491757837	-0.806599421	-0.331933138	-0.520428176	-0.935201573	-0.670418343	-0.157683512	-0.460476867	-0.566354508	0.119390254	-0.149796656	-0.154632589	-0.45619293	-0.628442115	0.695464901	-0.121639217	-0.215904269
P51116	9513	FXR2	-0.093806778	-0.032066275	-0.211046819	-0.085188661	-0.050872133	-0.319491357	0.093231286	0.15055121	0.229764891	0.344562823	-0.215069573	-0.070285699	0.004584809	0.24381363	0.524196888	0.059685989	0.42242981	0.262002972	0.229166356
P51148	5878	RAB5C	0.041522882	-0.504473629	0.69046591	-0.309971805	0.802973561	0.193916753	0.360317262	0.088955502	0.706221735	-0.171217709	0.053522043	-0.127485487	-0.910475027	0.476155701	-0.137417788	0.199894737	0.006895019	-0.345389455	0.277797707
P51149	7879	RAB7A	-0.151855429	-0.309691064	0.097702215	-0.304461184	0.098863919	-0.228651668	-0.321601662	-0.394265488	-0.013787116	-0.495289041	-0.569749674	0.02730763	0.027097792	-0.275525632	-0.178955951	-0.175171389	-0.694258434	-0.707099952	0.011587593
P51151	9367	RAB9A	0.670354538	0.098717315	0.474902825	0.113832125	0.85769401	0.267368476	0.53376288	-0.089215985	0.09684898	0.256160238	0.090765202	1.071320777	0.290389771	0.303139735	0.73024445	0.39899327	0.066280014	0.243388422	1.237604443
P51153	5872	RAB13	0.196280194	-0.166626045	0.533045246	0.120518704	-0.458708356	-3.71E-05	0.351432469	0.344543199	0.244674292	0.320417824	0.225489645	0.024782574	0.318427657	0.133172449	0.480322765	0.237532612	-1.138019476	0.461763913	0.515721744
P51157	9364	RAB28	-0.063585298	0.850702205	0.492926905	0.59371488	0.588700206	1.015884355	1.047562088	1.063228337	0.022678359	0.463302093	0.810127729	0.62390439	0.666707316	0.786528142	0.580556726	0.745428825	0.93071517	0.315946051	-0.251205418
P51159	5873	RAB27A	0.656667685	0.36554378	0.998785037	0.376584146	0.381735996	0.478344485	0.421918897	0.744166598	-0.217705649	0.063975059	0.588449091	0.92847456	0.21825013	0.647215516	1.190574255	1.166815284	0.113762874	0.595882251	0.145775937
P51161	2172	FABP6	NA	NA	NA	NA	NA	NA	-0.520185466	-0.729963602	0.339406836	-1.709433448	-2.168407214	-0.642338669	-0.996192192	-0.679928321	-1.646776748	-0.770075665	-0.256804131	-0.931186318	0.603759386
P51178	5333	PLCD1	0.787459694	1.062682949	0.874522747	1.024048611	1.057916703	0.922305055	0.961083329	0.600487244	0.799752171	1.163670055	0.868084752	0.632468185	0.587973454	0.953087251	0.583905526	0.869539424	-0.068747083	0.383720935	0.918178539
P51397	1611	DAP	-0.429404075	-1.007107171	-0.516643006	0.316998523	0.783103977	0.395781372	-0.212492342	-0.683976739	-0.83425149	0.015656631	-0.230521527	-0.081571523	0.574823395	-0.033124764	-0.597442189	-0.326393583	-0.861835473	-0.5145042	-0.432484597
P51398	7818	DAP3	0.141602904	-0.175469041	0.010433965	0.10245253	-0.264681233	-0.092548062	-0.663531066	-0.180914017	-0.131930408	-0.024541761	0.025926977	0.225871311	-0.254741575	0.044566688	0.420030766	-0.128110738	0.469919822	-0.532468762	0.086740285
P51452	1845	DUSP3	0.255660491	0.264373463	0.437947785	0.516355944	0.687852808	0.62341295	0.982414166	0.760783959	-0.26566527	0.478775722	0.757368519	0.376148575	1.027000961	0.666427848	0.665998207	0.655886188	0.834207173	-0.006159944	0.659436297
P51531	6595	SMARCA2	-0.612625294	0.087471168	0.267276963	-0.091019612	0.751566536	0.631830906	0.716134998	0.437576107	0.061462718	0.208350218	0.240624213	-0.01981139	0.102173351	0.65677099	0.382706466	0.459932254	0.438327809	0.261222373	0.578698786
P51532	6597	SMARCA4	0.100281278	-0.295198067	-0.757949175	-0.158533431	-0.153512657	-0.190636398	-0.184767702	-0.00563075	0.160347473	-0.287541311	-0.265308164	-0.167736347	-0.018033934	-0.637230509	-0.198568065	-0.322838736	0.075635138	0.296933089	-0.357510344
P51553	3421	IDH3G	0.188273135	-0.274549361	0.140667201	0.070520889	-0.090866388	-0.044183942	0.11391629	0.644433795	-0.577454275	0.288955595	0.045362691	0.360439619	0.209578252	0.312356833	-0.20595595	0.190215043	0.575477809	-0.287403639	-1.126413883
P51570	2584	GALK1	0.22541891	0.33337077	0.377631776	-0.041132497	0.308399488	0.452826799	0.420498894	0.399070143	0.221082393	0.260358917	0.317623698	0.34942909	0.21771026	0.367912628	0.530849285	0.315320399	0.318547622	0.441201127	0.401323434
P51571	6748	SSR4	-0.032866247	-0.381184097	0.297165175	0.130008976	-0.429874903	-0.318351091	-0.613284524	0.111423325	-0.075134431	-0.110858345	0.122230431	0.460402038	-0.302197063	-0.616571725	-0.471284221	-0.322584467	-0.126634176	0.065316194	-0.155664308
P51572	10134	BCAP31	0.469409126	-0.255030783	0.06150685	0.370186517	-0.243237539	0.208539941	-0.043283426	0.37847995	0.162981828	0.129560021	-0.196576755	0.53786599	0.241649393	0.076319067	-0.530402494	-0.01706916	-0.508006429	-0.168185844	0.263651101
P51580	7172	TPMT	-0.62532597	-0.130893169	-0.018108179	-0.47502674	-0.262227831	-0.101513853	0.017094451	0.028551588	-0.289643961	0.031375374	-0.170515328	-0.446443372	-0.890652795	-0.740875805	-0.74388987	-0.454846865	0.143924413	-0.477899948	0.227638721
P51587	675	BRCA2	0.526658212	NA	NA	NA	0.176049952	0.760661454	0.473533512	0.774815986	0.754053506	0.320880816	0.478690989	-0.636590787	-0.72444773	-1.322770738	0.44244025	-0.68144954	0.557127991	0.223080749	1.532710286
P51606	5973	RENBP	0.525610094	0.668354947	0.720472613	0.945669658	0.60730806	0.369233807	0.207990144	0.955574879	0.710190248	0.667870151	0.592810192	0.898662371	0.369701478	0.745799993	1.099550571	0.628868251	0.146532233	0.643233674	0.11759111
P51608	4204	MECP2	-0.810297451	0.106774928	0.295546104	-0.033306321	0.862985447	0.4707611	0.764541798	-0.312236117	-0.057564497	0.844806773	0.077995177	-0.144334725	0.29572936	0.908538231	-0.197232413	0.569776729	0.333605085	-0.142159804	0.642740669
P51610	3054	HCFC1	-0.54746703	0.008867859	0.011078929	0.006610309	0.218942877	-0.021221244	0.047617274	-0.565985677	-0.065945593	0.245033133	-0.050136442	-0.386725212	-0.110862769	0.083881793	-0.333178928	0.063961785	-0.425329614	0.053829384	0.123795783
P51617	3654	IRAK1	0.254610856	0.655011225	0.32784305	0.238395	0.029285537	0.366455114	0.377308817	0.43372919	0.300418752	-0.002730287	-0.012036296	-0.071794807	0.053724822	-0.152478189	0.338849656	0.156753986	0.481930731	0.054135458	-0.630277706
P51636	858	CAV2	2.378530301	0.89877684	0.743626348	1.429041542	2.205155071	1.097247922	1.762293745	2.202771567	0.019435489	0.933180066	1.102731491	1.961417012	0.700074178	0.730704711	0.240207713	0.405753503	NA	0.920807843	0.458718967
P51648	224	AL3A2	0.605749244	0.397635896	0.202087594	0.72181712	0.775287747	0.255618509	0.398797155	0.826234595	1.1720917	0.501938797	0.400344447	0.097618855	0.578307234	0.68215213	-0.350657349	0.613541737	0.82136759	0.41131972	0.465709203
P51649	7915	ALDH5A1	-0.296160081	-0.434703063	-0.63870066	-0.527453664	-0.589082563	-0.387030002	-0.06873873	-0.261886169	-0.34889763	-0.46164929	-0.055078507	-0.550263623	-0.1902936	0.146833307	-0.822425206	-0.519172947	0.177101886	-0.818696864	0.167355247
P51659	3295	HSD17B4	0.052162777	-0.258600908	0.325154177	-0.046980443	-0.119005704	0.143819256	-0.289691343	0.046562368	0.046643814	0.055306392	0.040595113	0.070505337	-0.415580242	-0.357722955	0.163397225	-0.053294654	-0.429445284	-0.018825568	-0.045216152
P51665	5713	PSMD7	0.1708658	-0.287369978	0.400772102	0.19862447	0.230697552	0.314084367	0.315651148	0.365170225	0.31565156	-0.001276464	0.289184335	0.113271799	0.158352978	0.309835156	0.081894112	-0.049743422	0.208186234	-0.497154964	-0.00797276
P51668	7321	UBE2D1	0.08014331	NA	NA	NA	-0.321547743	0.113121148	0.28591854	0.594608644	NA	0.137097885	1.905820141	0.851764676	0.460800653	0.202158953	0.349989092	0.457900562	1.443602228	0.235140647	0.331188982
P51687	6821	SUOX	0.315038108	0.251418834	0.181669847	0.417670822	-0.251417613	0.153956367	0.216116736	0.40908904	-0.055400922	0.16490142	0.08806344	0.788538395	0.303872311	-0.049268383	0.155194977	-0.031068127	0.431268272	0.43552413	0.342873427
P51688	6448	SGSH	-0.347212179	NA	NA	NA	0.63945661	0.635197268	0.065871471	0.373961274	0.137840223	-0.460889036	-0.786505493	-0.631949869	-0.96642361	-0.413467271	-0.380452943	-0.859546571	0.055874161	-1.546745261	-0.79628711
P51689	414	ARSD	0.589666028	0.374184554	0.075855567	-0.175068322	0.951329483	0.559271105	0.622166431	0.274131833	0.149990737	0.359304337	0.961005723	1.197725944	0.322136929	0.614202863	0.560088195	0.645247514	0.251596941	0.448853749	0.810012927
P51692	6777	STAT5B	0.542334092	0.963077027	1.005164171	1.092732497	0.885339658	1.158310307	1.473471211	1.007795248	0.483118138	1.262804395	1.368886635	1.181120135	1.509057021	1.261360491	0.681707641	0.987014372	0.391666127	0.610336847	1.55134132
P51784	8237	USP11	-0.115881846	0.227420359	0.009962946	-0.429913054	0.262439812	0.17591492	0.177426945	-0.609521447	-0.142931424	-0.564811595	0.580791828	0.173143744	0.00490727	0.316608285	-0.043767184	0.334251338	0.326397371	-0.402807048	-0.202607912
P51790	1182	CLCN3	NA	0.433186701	0.438311943	-0.134541942	0.660913217	0.876643969	-0.167586938	0.417802103	0.653520015	0.503407911	0.323516349	-0.11127892	0.161132112	0.583558219	0.695403765	0.459516447	0.664238989	0.532094329	0.552984862
P51798	1186	CLCN7	0.722265893	0.441227364	0.541767909	0.334029398	0.248636119	0.600187091	0.594493846	0.951928524	0.273539862	0.524008853	0.484143305	0.910384308	0.993893758	0.562464297	0.895771961	0.870055652	0.385229543	0.724214573	0.233532871
P51805	55558	PLXNA3	0.422906403	1.039947423	0.810104911	0.724942841	2.705336666	1.465360884	1.038371129	0.65344793	0.599689382	0.274661521	0.091788496	NA	NA	0.527276873	-0.003303908	0.421334986	0.403428315	0.66556356	0.008736147
P51808	6990	DYNLT3	0.213440649	0.20353017	0.788373761	0.953302395	1.035996324	0.738529057	0.505809574	0.126819457	0.833424967	0.596301133	0.76158576	0.513445117	1.661957383	1.21570202	-0.407811418	0.453954345	-0.153186598	-0.431289371	1.378869977
P51809	6845	VAMP7	0.577531206	0.364561234	0.363760528	0.2440035	0.020533596	0.207935959	0.266433559	0.652107103	0.177836006	0.259130906	0.056236882	0.333766567	0.563443406	0.313481801	0.273384062	0.551197443	0.478542265	-0.122584033	0.213186001
P51812	6197	RPS6KA3	0.214648166	0.223275173	0.80961671	0.074609258	0.47713916	0.670296956	0.756842228	0.285819767	0.453165421	0.293166174	0.677818686	0.002501183	0.757284813	1.04819184	0.459784922	0.739232815	1.003955114	0.273237675	0.79023619
P51817	5613	PRKX	-0.385884486	0.011660199	-0.375140496	-0.036281368	-0.468479329	-0.846852334	-0.56059282	-0.170735467	-1.176054882	-0.141874404	0.238805829	-1.54424026	-0.285600194	NA	NA	-0.10232689	1.128946916	-0.004615208	-0.606977866
P51828	113	ADCY7	0.505842683	NA	NA	NA	0.599980743	0.798845911	NA	NA	0.789905525	0.011766327	0.837455369	0.631181739	0.661268981	0.316761878	0.008036241	0.609531403	0.413666076	-0.560916749	-1.204126949
P51854	8277	TKTL1	1.471355184	1.877880139	-0.518525712	2.237711386	-0.381689541	-0.12376999	0.025518939	0.751383626	-0.37137506	0.959573024	-0.87837014	0.442733097	-1.532653009	NA	NA	NA	NA	-0.678516323	-2.808036597
P51858	3068	HDGF	-2.050774023	-1.751551562	-1.693114695	-1.468733965	-1.108926125	-1.485133662	-1.683917892	-1.548645614	-0.680887342	-1.422999566	-1.352629234	-1.582617719	-1.374795409	-1.669811997	-1.512403048	-0.925670763	-0.515693272	-0.912245025	-0.038852502
P51884	4060	LUM	0.825670901	0.48769931	0.096407137	1.034259946	1.072881588	0.908578008	0.65291074	-0.120475401	0.991984995	0.864358862	0.398712845	1.153863155	0.625666802	-0.429219941	0.306360524	0.102022586	-0.210173356	1.813793477	-0.0976731
P51888	5549	PRELP	1.190768364	0.683127655	0.527118353	1.877880139	2.049301178	1.100270412	1.140056063	0.152045711	1.388828615	1.772034606	0.724024875	1.204004313	0.583776467	0.584278604	0.930696848	0.442719925	-0.129976128	1.928376302	0.365094243
P51911	1264	CNN1	-1.666067502	2.05106715	0.80049638	0.5585413	0.570166375	2.452990195	2.996274394	0.036342277	-0.49882547	1.247426097	2.99984435	0.71680079	2.672549175	2.506699996	1.65629775	1.903401983	-0.491556274	-0.869858503	3.314216181
P51946	902	CCNH	-0.577815802	0.164044239	0.576783282	0.795895257	0.023179064	0.17457956	0.007868933	-0.058325709	0.78311462	0.26878194	0.535695979	0.737543781	0.669111557	0.290394999	0.293984631	0.096584518	0.373610937	-0.498384518	-0.147625298
